id,split,group,case_type,language_style,difficulty,raw_text,normalized_text,amount,type,category,wallet,note,currency
VX-SU-003304,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang sampo Rp30.000,urang sampo 30000,30000,expense,Belanja,,sampo,IDR
VX-SU-003305,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi ngalereskeun bug aplikasi asup lima ratus rébu,isuk tadi ngalereskeun bug aplikasi asup 500000,500000,income,Freelance,,fix bug aplikasi,IDR
VX-SU-003306,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring mésér alat tulis dua puluh lima rebu,kuring mésér alat tulis 25000,25000,expense,Belanja,,alat tulis,IDR
VX-SU-003307,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu asup 1500000 tina duit bulanan,minggu ieu asup 1500000 tina duit bulanan,1500000,income,Gaji,,duit bulanan,IDR
VX-SU-003308,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi dibayar 150000 tina desain logo,peuting tadi dibayar 150000 tina desain logo,150000,income,Freelance,,desain logo,IDR
VX-SU-003309,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring meunang duit bulanan hiji juta we,kuring meunang duit bulanan 1000000 we,1000000,income,Gaji,,duit bulanan,IDR
VX-SU-003310,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,meuli bensin tujuh puluh lima rebu,meuli bensin 75000,75000,expense,Transportasi,,bensin,IDR
VX-SU-003311,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu ngalereskeun bug aplikasi asup 200000,minggu ieu ngalereskeun bug aplikasi asup 200000,200000,income,Freelance,,fix bug aplikasi,IDR
VX-SU-003312,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring aya duit asup 500000 tina ngadamel website,kuring aya duit asup 500000 tina ngadamel website,500000,income,Freelance,,ngadamel website,IDR
VX-SU-003313,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,abdi meuli roti sakitar Rp8.000,abdi meuli roti sakitar 8000,8000,expense,Makan & Minum,,roti,IDR
VX-SU-003314,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu aya duit asup Rp3.500.000 tina gajih,minggu ieu aya duit asup 3500000 tina gajih,3500000,income,Gaji,,gajih,IDR
VX-SU-003315,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,abdi aya duit asup 2500000 tina gajih,abdi aya duit asup 2500000 tina gajih,2500000,income,Gaji,,gajih,IDR
VX-SU-003316,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi dibayar ngalereskeun bug aplikasi tilu ratus lima puluh rebu,peuting tadi dibayar ngalereskeun bug aplikasi 350000,350000,income,Freelance,,fix bug aplikasi,IDR
VX-SU-003317,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kamari ngalereskeun bug aplikasi asup saratus rébu deui,kamari ngalereskeun bug aplikasi asup 100000 deui,100000,income,Freelance,,fix bug aplikasi,IDR
VX-SU-003318,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,mayar saratus rébu keur netflix,mayar 100000 keur netflix,100000,expense,Hiburan,,netflix,IDR
VX-SU-003319,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu meunang bonus damel 250000,minggu ieu meunang bonus damel 250000,250000,income,Gaji,,bonus damel,IDR
VX-SU-003320,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi nampi bayaran desain logo 150rb,peuting tadi nampi bayaran desain logo 150000,150000,income,Freelance,,desain logo,IDR
VX-SU-003321,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu meuli alat tulis dua puluh rebu,poé ieu meuli alat tulis 20000,20000,expense,Belanja,,alat tulis,IDR
VX-SU-003322,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring mayar cai 75rb,kuring mayar cai 75000,75000,expense,Tagihan & Utilitas,,tagihan cai,IDR
VX-SU-003323,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,abdi nampi 250rb tina bonus damel,abdi nampi 250000 tina bonus damel,250000,income,Gaji,,bonus damel,IDR
VX-SU-003324,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang kuota internét tujuh puluh lima rébu,urang kuota internét 75000,75000,expense,Tagihan & Utilitas,,kuota internét,IDR
VX-SU-003325,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kamari wifi 200000,kamari wifi 200000,200000,expense,Tagihan & Utilitas,,wifi,IDR
VX-SU-003326,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi game saratus rebu,isuk tadi game 100000,100000,expense,Hiburan,,game,IDR
VX-SU-003327,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu meunang lima ratus rebu tina duit bulanan,poé ieu meunang 500000 tina duit bulanan,500000,income,Gaji,,duit bulanan,IDR
VX-SU-003328,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi nampi bayaran ngadamel website 1000000,isuk tadi nampi bayaran ngadamel website 1000000,1000000,income,Freelance,,ngadamel website,IDR
VX-SU-003329,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring ngadamel website asup lima ratus rébu,kuring ngadamel website asup 500000,500000,income,Freelance,,ngadamel website,IDR
VX-SU-003330,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi mayar dua belas rebu keur ojék online,tadi mayar 12000 keur ojék online,12000,expense,Transportasi,,ojék online,IDR
VX-SU-003331,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu meuli kuota internét saratus lima puluh rébu,minggu ieu meuli kuota internét 150000,150000,expense,Tagihan & Utilitas,,kuota internét,IDR
VX-SU-003332,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu mayar listrik sakitar Rp300.000,minggu ieu mayar listrik sakitar 300000,300000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-003333,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi aya duit asup Rp750.000 tina duit bulanan,isuk tadi aya duit asup 750000 tina duit bulanan,750000,income,Gaji,,duit bulanan,IDR
VX-SU-003334,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi narima gajih 3000rb,peuting tadi narima gajih 3000000,3000000,income,Gaji,,gajih,IDR
VX-SU-003335,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,mésér baju sakitar Rp200.000,mésér baju sakitar 200000,200000,expense,Belanja,,baju,IDR
VX-SU-003336,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu tol 15rb,poé ieu tol 15000,15000,expense,Transportasi,,tol,IDR
VX-SU-003337,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu dibayar desain logo Rp300.000,poé ieu dibayar desain logo 300000,300000,income,Freelance,,desain logo,IDR
VX-SU-003338,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi meunang duit tina proyék freelance hiji juta,isuk tadi meunang duit tina proyék freelance 1000000,1000000,income,Freelance,,proyék freelance,IDR
VX-SU-003339,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,abdi meuli tiket konser Rp500.000,abdi meuli tiket konser 500000,500000,expense,Hiburan,,tiket konser,IDR
VX-SU-003340,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi mésér hayam géprék dua puluh lima rébu,tadi mésér hayam géprék 25000,25000,expense,Makan & Minum,,hayam géprék,IDR
VX-SU-003341,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi nonton bioskop tilu puluh rébu,peuting tadi nonton bioskop 30000,30000,expense,Hiburan,,bioskop,IDR
VX-SU-003342,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,sim kuring meunang Rp1.000.000 tina bonus damel atuh,sim kuring meunang 1000000 tina bonus damel atuh,1000000,income,Gaji,,bonus damel,IDR
VX-SU-003343,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kamari meunang 750000 tina bonus damel,kamari meunang 750000 tina bonus damel,750000,income,Gaji,,bonus damel,IDR
VX-SU-003344,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi mésér roti sapuluh rebu,isuk tadi mésér roti 10000,10000,expense,Makan & Minum,,roti,IDR
VX-SU-003345,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi wifi Rp300.000,isuk tadi wifi 300000,300000,expense,Tagihan & Utilitas,,wifi,IDR
VX-SU-003346,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu vitamin 50rb,poé ieu vitamin 50000,50000,expense,Kesehatan,,vitamin,IDR
VX-SU-003347,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang mayar bioskop sakitar Rp50.000,urang mayar bioskop sakitar 50000,50000,expense,Hiburan,,bioskop,IDR
VX-SU-003348,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,sim kuring alat tulis lima belas rebu,sim kuring alat tulis 15000,15000,expense,Belanja,,alat tulis,IDR
VX-SU-003349,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi mayar tujuh rébu keur parkir motor,tadi mayar 7000 keur parkir motor,7000,expense,Transportasi,,parkir motor,IDR
VX-SU-003350,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang aya duit asup 750rb tina duit bulanan,urang aya duit asup 750000 tina duit bulanan,750000,income,Gaji,,duit bulanan,IDR
VX-SU-003351,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring meuli baju 125rb,kuring meuli baju 125000,125000,expense,Belanja,,baju,IDR
VX-SU-003352,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi dokter Rp100.000,isuk tadi dokter 100000,100000,expense,Kesehatan,,dokter,IDR
VX-SU-003353,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,abdi mayar dua belas rébu keur ojék online,abdi mayar 12000 keur ojék online,12000,expense,Transportasi,,ojék online,IDR
VX-SU-003354,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi mayar listrik sakitar 50rb,tadi mayar listrik sakitar 50000,50000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-003355,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu ngalereskeun bug aplikasi asup 200rb,minggu ieu ngalereskeun bug aplikasi asup 200000,200000,income,Freelance,,fix bug aplikasi,IDR
VX-SU-003356,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang aya duit asup hiji juta lima ratus rébu tina gajih,urang aya duit asup 1500000 tina gajih,1500000,income,Gaji,,gajih,IDR
VX-SU-003357,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kamari aya duit asup hiji juta lima ratus rébu tina duit bulanan,kamari aya duit asup 1500000 tina duit bulanan,1500000,income,Gaji,,duit bulanan,IDR
VX-SU-003358,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,meunang duit tina 1000rb tina proyék freelance,meunang duit tina 1000000 tina proyék freelance,1000000,income,Freelance,,proyék freelance,IDR
VX-SU-003359,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi nampi bayaran Rp200.000 tina ngalereskeun bug aplikasi,peuting tadi nampi bayaran 200000 tina ngalereskeun bug aplikasi,200000,income,Freelance,,fix bug aplikasi,IDR
VX-SU-003360,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang aya duit asup hiji juta lima ratus rébu tina ngadamel website nya,urang aya duit asup 1500000 tina ngadamel website nya,1500000,income,Freelance,,ngadamel website,IDR
VX-SU-003361,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi nampi bayaran ngadamel website dua juta,isuk tadi nampi bayaran ngadamel website 2000000,2000000,income,Freelance,,ngadamel website,IDR
VX-SU-003362,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi narima lima juta tina gajih,peuting tadi narima 5000000 tina gajih,5000000,income,Gaji,,gajih,IDR
VX-SU-003363,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi dibayar desain logo Rp100.000,peuting tadi dibayar desain logo 100000,100000,income,Freelance,,desain logo,IDR
VX-SU-003364,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,sim kuring meunang duit tina proyék freelance Rp150.000,sim kuring meunang duit tina proyék freelance 150000,150000,income,Freelance,,proyék freelance,IDR
VX-SU-003365,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu meuli game sakitar 20000,poé ieu meuli game sakitar 20000,20000,expense,Hiburan,,game,IDR
VX-SU-003366,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring nampi bayaran dua ratus rebu tina ngalereskeun bug aplikasi,kuring nampi bayaran 200000 tina ngalereskeun bug aplikasi,200000,income,Freelance,,fix bug aplikasi,IDR
VX-SU-003367,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu nampi bayaran 200000 tina ngalereskeun bug aplikasi,minggu ieu nampi bayaran 200000 tina ngalereskeun bug aplikasi,200000,income,Freelance,,fix bug aplikasi,IDR
VX-SU-003368,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring meuli sapatu sakitar saratus lima puluh rebu,kuring meuli sapatu sakitar 150000,150000,expense,Belanja,,sapatu,IDR
VX-SU-003369,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,sim kuring kopi 18000,sim kuring kopi 18000,18000,expense,Makan & Minum,,kopi,IDR
VX-SU-003370,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,sim kuring aya duit asup 2500rb tina gajih,sim kuring aya duit asup 2500000 tina gajih,2500000,income,Gaji,,gajih,IDR
VX-SU-003371,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang dibayar ngadamel website Rp1.500.000,urang dibayar ngadamel website 1500000,1500000,income,Freelance,,ngadamel website,IDR
VX-SU-003372,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi kuota internét lima puluh rebu,peuting tadi kuota internét 50000,50000,expense,Tagihan & Utilitas,,kuota internét,IDR
VX-SU-003373,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu mésér seblak sakitar 12000,poé ieu mésér seblak sakitar 12000,12000,expense,Makan & Minum,,seblak,IDR
VX-SU-003374,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring aya duit asup lima juta tina gajih,kuring aya duit asup 5000000 tina gajih,5000000,income,Gaji,,gajih,IDR
VX-SU-003375,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu mésér lima puluh rebu keur vitamin,poé ieu mésér 50000 keur vitamin,50000,expense,Kesehatan,,vitamin,IDR
VX-SU-003376,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kamari mayar netflix sakitar 54rb,kamari mayar netflix sakitar 54000,54000,expense,Hiburan,,netflix,IDR
VX-SU-003377,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kamari ngadamel website asup 750rb,kamari ngadamel website asup 750000,750000,income,Freelance,,ngadamel website,IDR
VX-SU-003378,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kamari nampi bayaran ngadamel website 500rb,kamari nampi bayaran ngadamel website 500000,500000,income,Freelance,,ngadamel website,IDR
VX-SU-003379,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring duit bulanan asup 1000rb,kuring duit bulanan asup 1000000,1000000,income,Gaji,,duit bulanan,IDR
VX-SU-003380,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu wifi 200rb,minggu ieu wifi 200000,200000,expense,Tagihan & Utilitas,,wifi,IDR
VX-SU-003381,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi aya duit asup lima ratus rebu tina ngalereskeun bug aplikasi,peuting tadi aya duit asup 500000 tina ngalereskeun bug aplikasi,500000,income,Freelance,,fix bug aplikasi,IDR
VX-SU-003382,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi narima gajih tilu juta lima ratus rébu,peuting tadi narima gajih 3500000,3500000,income,Gaji,,gajih,IDR
VX-SU-003383,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,sim kuring aya duit asup hiji juta tina proyék freelance mah,sim kuring aya duit asup 1000000 tina proyék freelance mah,1000000,income,Freelance,,proyék freelance,IDR
VX-SU-003384,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu mayar netflix sakitar tujuh puluh lima rebu,poé ieu mayar netflix sakitar 75000,75000,expense,Hiburan,,netflix,IDR
VX-SU-003385,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu mayar langganan aplikasi sakitar lima puluh rebu,minggu ieu mayar langganan aplikasi sakitar 50000,50000,expense,Tagihan & Utilitas,,langganan aplikasi,IDR
VX-SU-003386,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,abdi mayar wifi sakitar Rp200.000,abdi mayar wifi sakitar 200000,200000,expense,Tagihan & Utilitas,,wifi,IDR
VX-SU-003387,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu apoték 75rb,minggu ieu apoték 75000,75000,expense,Kesehatan,,apoték,IDR
VX-SU-003388,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu mayar tujuh puluh lima rebu keur netflix,poé ieu mayar 75000 keur netflix,75000,expense,Hiburan,,netflix,IDR
VX-SU-003389,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi gajih asup Rp5.000.000,tadi gajih asup 5000000,5000000,income,Gaji,,gajih,IDR
VX-SU-003390,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi ngalereskeun bug aplikasi asup 500000,isuk tadi ngalereskeun bug aplikasi asup 500000,500000,income,Freelance,,fix bug aplikasi,IDR
VX-SU-003391,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi nampi bayaran Rp1.000.000 tina ngadamel website,peuting tadi nampi bayaran 1000000 tina ngadamel website,1000000,income,Freelance,,ngadamel website,IDR
VX-SU-003392,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,sim kuring mayar listrik 50000,sim kuring mayar listrik 50000,50000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-003393,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,mésér dalapan belas rébu keur sangu goréng,mésér 18000 keur sangu goréng,18000,expense,Makan & Minum,,sangu goréng,IDR
VX-SU-003394,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu sabun 25rb,poé ieu sabun 25000,25000,expense,Belanja,,sabun,IDR
VX-SU-003395,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang meuli sapatu 200rb,urang meuli sapatu 200000,200000,expense,Belanja,,sapatu,IDR
VX-SU-003396,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,sim kuring aya duit asup Rp500.000 tina ngadamel website,sim kuring aya duit asup 500000 tina ngadamel website,500000,income,Freelance,,ngadamel website,IDR
VX-SU-003397,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring meuli 20000 keur bensin,kuring meuli 20000 keur bensin,20000,expense,Transportasi,,bensin,IDR
VX-SU-003398,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu masker Rp30.000,poé ieu masker 30000,30000,expense,Kesehatan,,masker,IDR
VX-SU-003399,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi desain logo asup Rp150.000,tadi desain logo asup 150000,150000,income,Freelance,,desain logo,IDR
VX-SU-003400,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi mayar karaoke 150000,isuk tadi mayar karaoke 150000,150000,expense,Hiburan,,karaoke,IDR
VX-SU-003401,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kuring meunang 1000000 tina bonus damel,kuring meunang 1000000 tina bonus damel,1000000,income,Gaji,,bonus damel,IDR
VX-SU-003402,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi meunang duit tina proyék freelance 500000,isuk tadi meunang duit tina proyék freelance 500000,500000,income,Freelance,,proyék freelance,IDR
VX-SU-003403,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kamari ngadamel website asup 500000,kamari ngadamel website asup 500000,500000,income,Freelance,,ngadamel website,IDR
VX-SU-003404,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi vitamin Rp100.000,tadi vitamin 100000,100000,expense,Kesehatan,,vitamin,IDR
VX-SU-003405,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,mayar wifi sakitar 250000,mayar wifi sakitar 250000,250000,expense,Tagihan & Utilitas,,wifi,IDR
VX-SU-003406,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi nampi bonus damel Rp750.000,peuting tadi nampi bonus damel 750000,750000,income,Gaji,,bonus damel,IDR
VX-SU-003407,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang meunang bonus damel lima ratus rébu,urang meunang bonus damel 500000,500000,income,Gaji,,bonus damel,IDR
VX-SU-003408,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,meuli masker sakitar dua puluh rébu,meuli masker sakitar 20000,20000,expense,Kesehatan,,masker,IDR
VX-SU-003409,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi aya duit asup 300rb tina desain logo,tadi aya duit asup 300000 tina desain logo,300000,income,Freelance,,desain logo,IDR
VX-SU-003410,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang nampi gajih 2500rb,urang nampi gajih 2500000,2500000,income,Gaji,,gajih,IDR
VX-SU-003411,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang proyék freelance asup 1000000,urang proyék freelance asup 1000000,1000000,income,Freelance,,proyék freelance,IDR
VX-SU-003412,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi dibayar desain logo 300rb,isuk tadi dibayar desain logo 300000,300000,income,Freelance,,desain logo,IDR
VX-SU-003413,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu aya duit asup Rp2.000.000 tina ngadamel website,poé ieu aya duit asup 2000000 tina ngadamel website,2000000,income,Freelance,,ngadamel website,IDR
VX-SU-003414,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,minggu ieu nampi bayaran dua juta tina ngadamel website,minggu ieu nampi bayaran 2000000 tina ngadamel website,2000000,income,Freelance,,ngadamel website,IDR
VX-SU-003415,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kamari aya duit asup 3000000 tina gajih,kamari aya duit asup 3000000 tina gajih,3000000,income,Gaji,,gajih,IDR
VX-SU-003416,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi meuli ubar batuk 15rb,isuk tadi meuli ubar batuk 15000,15000,expense,Kesehatan,,ubar batuk,IDR
VX-SU-003417,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu meuli 125000 keur baju,poé ieu meuli 125000 keur baju,125000,expense,Belanja,,baju,IDR
VX-SU-003418,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi nampi tilu juta lima ratus rébu tina gajih,peuting tadi nampi 3500000 tina gajih,3500000,income,Gaji,,gajih,IDR
VX-SU-003419,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,urang asup duit bulanan Rp1.500.000 atuh,urang asup duit bulanan 1500000 atuh,1500000,income,Gaji,,duit bulanan,IDR
VX-SU-003420,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu mayar lima puluh opat rebu keur netflix,poé ieu mayar 54000 keur netflix,54000,expense,Hiburan,,netflix,IDR
VX-SU-003421,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi mésér pulsa sapuluh rebu,tadi mésér pulsa 10000,10000,expense,Tagihan & Utilitas,,pulsa,IDR
VX-SU-003422,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi asup 3500rb tina gajih,tadi asup 3500000 tina gajih,3500000,income,Gaji,,gajih,IDR
VX-SU-003423,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kamari duit bulanan asup 500000,kamari duit bulanan asup 500000,500000,income,Gaji,,duit bulanan,IDR
VX-SU-003424,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu top up 100000 keur game,poé ieu top up 100000 keur game,100000,expense,Hiburan,,game,IDR
VX-SU-003425,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi meunang lima ratus rébu tina bonus damel we,tadi meunang 500000 tina bonus damel we,500000,income,Gaji,,bonus damel,IDR
VX-SU-003426,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,sim kuring desain logo asup 300rb,sim kuring desain logo asup 300000,300000,income,Freelance,,desain logo,IDR
VX-SU-003427,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu gajih asup dua juta lima ratus rébu,poé ieu gajih asup 2500000,2500000,income,Gaji,,gajih,IDR
VX-SU-003428,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi dibayar 250rb tina proyék freelance,peuting tadi dibayar 250000 tina proyék freelance,250000,income,Freelance,,proyék freelance,IDR
VX-SU-003429,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu tiket konser tilu ratus rébu,poé ieu tiket konser 300000,300000,expense,Hiburan,,tiket konser,IDR
VX-SU-003430,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,tadi baju 75000,tadi baju 75000,75000,expense,Belanja,,baju,IDR
VX-SU-003431,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,nampi gajih Rp3.000.000,nampi gajih 3000000,3000000,income,Gaji,,gajih,IDR
VX-SU-003432,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,mayar langganan aplikasi 100rb,mayar langganan aplikasi 100000,100000,expense,Tagihan & Utilitas,,langganan aplikasi,IDR
VX-SU-003433,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,abdi proyék freelance asup dua ratus lima puluh rébu,abdi proyék freelance asup 250000,250000,income,Freelance,,proyék freelance,IDR
VX-SU-003434,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu game 150rb,poé ieu game 150000,150000,expense,Hiburan,,game,IDR
VX-SU-003435,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi meuli vitamin sakitar Rp50.000,isuk tadi meuli vitamin sakitar 50000,50000,expense,Kesehatan,,vitamin,IDR
VX-SU-003436,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,kamari narima Rp2.000.000 tina gajih,kamari narima 2000000 tina gajih,2000000,income,Gaji,,gajih,IDR
VX-SU-003437,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,proyék freelance asup 150rb,proyék freelance asup 150000,150000,income,Freelance,,proyék freelance,IDR
VX-SU-003438,train,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,poé ieu meunang duit tina proyék freelance 1000000,poé ieu meunang duit tina proyék freelance 1000000,1000000,income,Freelance,,proyék freelance,IDR
VX-SU-003439,validation,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,isuk tadi dibayar saratus rébu tina desain logo,isuk tadi dibayar 100000 tina desain logo,100000,income,Freelance,,desain logo,IDR
VX-SU-003440,test,sundanese_daily_conversation,sundanese_daily_conversation,su,easy,peuting tadi mésér baso sakitar 20000,peuting tadi mésér baso sakitar 20000,20000,expense,Makan & Minum,,baso,IDR
