id,split,group,difficulty,raw_text,normalized_text,expected_amount,predicted_amount,amount_correct,expected_type,predicted_type,type_correct,expected_category,predicted_category,category_correct,expected_wallet,predicted_wallet,wallet_correct,expected_note,predicted_note,note_correct,expected_currency,predicted_currency,currency_correct,exact_match,predicted_json
VX-SU-002630,test,transport_parkir_bensin,easy,minggu ieu meuli bensin 100000,minggu ieu meuli bensin 100000,100000,100000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,bensin,bensin,True,IDR,IDR,True,True,"{""amount"": 100000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""bensin"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002640,test,transport_parkir_bensin,easy,isuk tadi mayar 10000 keur angkot atuh,isuk tadi mayar 10000 keur angkot atuh,10000,10000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,angkot,angkot,True,IDR,IDR,True,True,"{""amount"": 10000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""angkot"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002650,test,transport_parkir_bensin,easy,minggu ieu mayar tol 15000,minggu ieu mayar tol 15000,15000,15000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,tol,tol,True,IDR,IDR,True,True,"{""amount"": 15000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""tol"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002660,test,transport_parkir_bensin,easy,urang mayar 2000 keur parkir motor,urang mayar 2000 keur parkir motor,2000,2000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,parkir motor,parkir,True,IDR,IDR,True,True,"{""amount"": 2000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""parkir"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002670,test,transport_parkir_bensin,easy,sim kuring mayar angkot sakitar lima rebu,sim kuring mayar angkot sakitar 5000,5000,5000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,angkot,angkot,True,IDR,IDR,True,True,"{""amount"": 5000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""angkot"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002680,test,transport_parkir_bensin,easy,tadi mayar dalapan belas rébu keur ojék online,tadi mayar 18000 keur ojék online,18000,18000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,ojék online,ojék,True,IDR,IDR,True,True,"{""amount"": 18000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""ojék"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002690,test,transport_parkir_bensin,easy,mayar tujuh rébu keur angkot,mayar 7000 keur angkot,7000,7000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,angkot,angkot,True,IDR,IDR,True,True,"{""amount"": 7000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""angkot"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002700,test,transport_parkir_bensin,easy,kuring parkir motor 3rb,kuring parkir motor 3000,3000,3000,True,expense,,False,Transportasi,Transportasi,True,,,True,parkir motor,parkir,True,IDR,IDR,True,False,"{""amount"": 3000, ""type"": null, ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""parkir"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002710,test,transport_parkir_bensin,easy,sim kuring mayar angkot dua belas rebu,sim kuring mayar angkot 12000,12000,12000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,angkot,angkot,True,IDR,IDR,True,True,"{""amount"": 12000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""angkot"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002720,test,transport_parkir_bensin,easy,isuk tadi mayar ojék online dua puluh dua rébu,isuk tadi mayar ojék online 22000,22000,22000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,ojék online,ojék,True,IDR,IDR,True,True,"{""amount"": 22000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""ojék"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002730,test,transport_parkir_bensin,easy,parkir motor tujuh rebu,parkir motor 7000,7000,7000,True,expense,,False,Transportasi,Transportasi,True,,,True,parkir motor,parkir,True,IDR,IDR,True,False,"{""amount"": 7000, ""type"": null, ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""parkir"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002740,test,transport_parkir_bensin,easy,kamari mayar ojék online 30rb nya,kamari mayar ojék online 30000 nya,30000,30000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,ojék online,ojék,True,IDR,IDR,True,True,"{""amount"": 30000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""ojék"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002750,test,transport_parkir_bensin,easy,poé ieu mayar 18000 keur ojék online atuh,poé ieu mayar 18000 keur ojék online atuh,18000,18000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,ojék online,ojék,True,IDR,IDR,True,True,"{""amount"": 18000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""ojék"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002760,test,transport_parkir_bensin,easy,sim kuring meuli tujuh puluh lima rébu keur bensin,sim kuring meuli 75000 keur bensin,75000,75000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,bensin,bensin,True,IDR,IDR,True,True,"{""amount"": 75000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""bensin"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002770,test,transport_parkir_bensin,easy,tol lima puluh rebu,tol 50000,50000,50000,True,expense,,False,Transportasi,Transportasi,True,,,True,tol,tol,True,IDR,IDR,True,False,"{""amount"": 50000, ""type"": null, ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""tol"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002780,test,transport_parkir_bensin,easy,isuk tadi mayar Rp50.000 keur tol,isuk tadi mayar 50000 keur tol,50000,50000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,tol,tol,True,IDR,IDR,True,True,"{""amount"": 50000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""tol"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002790,test,transport_parkir_bensin,easy,tadi mayar angkot sakitar Rp10.000,tadi mayar angkot sakitar 10000,10000,10000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,angkot,angkot,True,IDR,IDR,True,True,"{""amount"": 10000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""angkot"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002800,test,transport_parkir_bensin,easy,tol 25000,tol 25000,25000,25000,True,expense,,False,Transportasi,Transportasi,True,,,True,tol,tol,True,IDR,IDR,True,False,"{""amount"": 25000, ""type"": null, ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""tol"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002810,test,wallet_mention,medium,peuting tadi ngalereskeun bug aplikasi asup saratus rébu ka shopeepay,peuting tadi ngalereskeun bug aplikasi asup 100000 ka ShopeePay,100000,100000,True,income,income,True,Freelance,Freelance,True,ShopeePay,ShopeePay,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 100000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""ShopeePay"", ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002820,test,wallet_mention,medium,aya duit asup tujuh ratus lima puluh rébu tina bonus damel ka bri,aya duit asup 750000 tina bonus damel ka BRI,750000,750000,True,income,income,True,Gaji,Gaji,True,BRI,BRI,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""BRI"", ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002830,test,wallet_mention,medium,kuring aya duit asup dua ratus lima puluh rebu tina bonus damel ka ovo,kuring aya duit asup 250000 tina bonus damel ka OVO,250000,250000,True,income,income,True,Gaji,Gaji,True,OVO,OVO,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 250000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""OVO"", ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002840,test,wallet_mention,medium,urang nampi bayaran desain logo saratus lima puluh rebu ka bri,urang nampi bayaran desain logo 150000 ka BRI,150000,150000,True,income,income,True,Freelance,Freelance,True,BRI,BRI,True,desain logo,desain,True,IDR,IDR,True,True,"{""amount"": 150000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""BRI"", ""note"": ""desain"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002850,test,wallet_mention,medium,minggu ieu nampi bayaran saratus rebu tina ngalereskeun bug aplikasi ka ovo,minggu ieu nampi bayaran 100000 tina ngalereskeun bug aplikasi ka OVO,100000,100000,True,income,income,True,Freelance,Freelance,True,OVO,OVO,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 100000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""OVO"", ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002860,test,wallet_mention,medium,kuring game 150rb tina cash,kuring game 150000 tina Cash,150000,150000,True,expense,,False,Hiburan,Hiburan,True,Cash,Cash,True,game,game,True,IDR,IDR,True,False,"{""amount"": 150000, ""type"": null, ""category"": ""Hiburan"", ""wallet"": ""Cash"", ""note"": ""game"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002870,test,wallet_mention,medium,tadi nampi 750rb tina bonus damel ka dana,tadi nampi 750000 tina bonus damel ka Dana,750000,750000,True,income,income,True,Gaji,Gaji,True,Dana,Dana,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""Dana"", ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002880,test,wallet_mention,medium,mésér pulsa Rp25.000 tina gopay,mésér pulsa 25000 tina GoPay,25000,25000,True,expense,expense,True,Tagihan & Utilitas,Tagihan & Utilitas,True,GoPay,GoPay,True,pulsa,pulsa,True,IDR,IDR,True,True,"{""amount"": 25000, ""type"": ""expense"", ""category"": ""Tagihan & Utilitas"", ""wallet"": ""GoPay"", ""note"": ""pulsa"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002890,test,wallet_mention,medium,poé ieu mésér vitamin sakitar 30rb tina shopeepay,poé ieu mésér vitamin sakitar 30000 tina ShopeePay,30000,30000,True,expense,expense,True,Kesehatan,Kesehatan,True,ShopeePay,ShopeePay,True,vitamin,vitamin,True,IDR,IDR,True,True,"{""amount"": 30000, ""type"": ""expense"", ""category"": ""Kesehatan"", ""wallet"": ""ShopeePay"", ""note"": ""vitamin"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002900,test,wallet_mention,medium,minggu ieu ngadamel website asup Rp1.000.000 ka cash,minggu ieu ngadamel website asup 1000000 ka Cash,1000000,1000000,True,income,income,True,Freelance,Freelance,True,Cash,Cash,True,ngadamel website,website,True,IDR,IDR,True,True,"{""amount"": 1000000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""Cash"", ""note"": ""website"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002910,test,wallet_mention,medium,mayar cai sakitar saratus rébu tina ovo,mayar cai sakitar 100000 tina OVO,100000,100000,True,expense,expense,True,Tagihan & Utilitas,Tagihan & Utilitas,True,OVO,OVO,True,tagihan cai,cai,True,IDR,IDR,True,True,"{""amount"": 100000, ""type"": ""expense"", ""category"": ""Tagihan & Utilitas"", ""wallet"": ""OVO"", ""note"": ""cai"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002920,test,wallet_mention,medium,kamari mayar kuota internét 100rb tina shopeepay,kamari mayar kuota internét 100000 tina ShopeePay,100000,100000,True,expense,expense,True,Tagihan & Utilitas,Tagihan & Utilitas,True,ShopeePay,ShopeePay,True,kuota internét,kuota,True,IDR,IDR,True,True,"{""amount"": 100000, ""type"": ""expense"", ""category"": ""Tagihan & Utilitas"", ""wallet"": ""ShopeePay"", ""note"": ""kuota"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002930,test,wallet_mention,medium,mésér sapuluh rébu keur alat tulis tina gopay,mésér 10000 keur alat tulis tina GoPay,10000,10000,True,expense,expense,True,Belanja,Belanja,True,GoPay,GoPay,True,alat tulis,alat tulis,True,IDR,IDR,True,True,"{""amount"": 10000, ""type"": ""expense"", ""category"": ""Belanja"", ""wallet"": ""GoPay"", ""note"": ""alat tulis"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002940,test,wallet_mention,medium,sampo 18rb tina dana,sampo 18000 tina Dana,18000,18000,True,expense,,False,Belanja,Belanja,True,Dana,Dana,True,sampo,sampo,True,IDR,IDR,True,False,"{""amount"": 18000, ""type"": null, ""category"": ""Belanja"", ""wallet"": ""Dana"", ""note"": ""sampo"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002950,test,wallet_mention,medium,poé ieu meunang duit tina proyék freelance hiji juta lima ratus rébu ka cash,poé ieu meunang duit tina proyék freelance 1500000 ka Cash,1500000,1500000,True,income,income,True,Freelance,Freelance,True,Cash,Cash,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 1500000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""Cash"", ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002960,test,wallet_mention,medium,tadi narima 2500000 tina gajih ka bca,tadi narima 2500000 tina gajih ka BCA,2500000,2500000,True,income,income,True,Gaji,Gaji,True,BCA,BCA,True,gajih,gajih,True,IDR,IDR,True,True,"{""amount"": 2500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""BCA"", ""note"": ""gajih"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002970,test,wallet_mention,medium,poé ieu ngalereskeun bug aplikasi asup tilu ratus lima puluh rebu ka gopay,poé ieu ngalereskeun bug aplikasi asup 350000 ka GoPay,350000,350000,True,income,income,True,Freelance,Freelance,True,GoPay,GoPay,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 350000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""GoPay"", ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002980,test,wallet_mention,medium,poé ieu aya duit asup 1500000 tina ngadamel website ka cash,poé ieu aya duit asup 1500000 tina ngadamel website ka Cash,1500000,1500000,True,income,income,True,Freelance,Freelance,True,Cash,Cash,True,ngadamel website,website,True,IDR,IDR,True,True,"{""amount"": 1500000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""Cash"", ""note"": ""website"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002990,test,wallet_mention,medium,tadi nampi tujuh ratus lima puluh rebu tina bonus damel ka mandiri,tadi nampi 750000 tina bonus damel ka Mandiri,750000,750000,True,income,income,True,Gaji,Gaji,True,Mandiri,Mandiri,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""Mandiri"", ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003000,test,wallet_mention,medium,abdi aya duit asup dua juta tina gajih ka gopay,abdi aya duit asup 2000000 tina gajih ka GoPay,2000000,2000000,True,income,income,True,Gaji,Gaji,True,GoPay,GoPay,True,gajih,gajih,True,IDR,IDR,True,True,"{""amount"": 2000000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""GoPay"", ""note"": ""gajih"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003010,test,wallet_mention,medium,abdi meuli lima belas rébu keur baso tina mandiri,abdi meuli 15000 keur baso tina Mandiri,15000,15000,True,expense,expense,True,Makan & Minum,Makan & Minum,True,Mandiri,Mandiri,True,baso,baso,True,IDR,IDR,True,True,"{""amount"": 15000, ""type"": ""expense"", ""category"": ""Makan & Minum"", ""wallet"": ""Mandiri"", ""note"": ""baso"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003020,test,wallet_mention,medium,abdi desain logo asup tilu ratus rébu ka bca,abdi desain logo asup 300000 ka BCA,300000,300000,True,income,income,True,Freelance,Freelance,True,BCA,BCA,True,desain logo,desain,True,IDR,IDR,True,True,"{""amount"": 300000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""BCA"", ""note"": ""desain"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003030,test,wallet_mention,medium,poé ieu mayar ojék online Rp18.000 tina mandiri,poé ieu mayar ojék online 18000 tina Mandiri,18000,18000,True,expense,expense,True,Transportasi,Transportasi,True,Mandiri,Mandiri,True,ojék online,ojék,True,IDR,IDR,True,True,"{""amount"": 18000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": ""Mandiri"", ""note"": ""ojék"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003040,test,wallet_mention,medium,abdi mayar 50000 keur listrik tina gopay,abdi mayar 50000 keur listrik tina GoPay,50000,50000,True,expense,expense,True,Tagihan & Utilitas,Tagihan & Utilitas,True,GoPay,GoPay,True,listrik,listrik,True,IDR,IDR,True,True,"{""amount"": 50000, ""type"": ""expense"", ""category"": ""Tagihan & Utilitas"", ""wallet"": ""GoPay"", ""note"": ""listrik"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003050,test,wallet_mention,medium,urang narima gajih Rp1.500.000 ka dana,urang narima gajih 1500000 ka Dana,1500000,1500000,True,income,income,True,Gaji,Gaji,True,Dana,Dana,True,gajih,gajih,True,IDR,IDR,True,True,"{""amount"": 1500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""Dana"", ""note"": ""gajih"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003060,test,wallet_mention,medium,mayar balanja bulanan Rp250.000 tina gopay,mayar balanja bulanan 250000 tina GoPay,250000,250000,True,expense,expense,True,Belanja,Belanja,True,GoPay,GoPay,True,balanja bulanan,balanja,True,IDR,IDR,True,True,"{""amount"": 250000, ""type"": ""expense"", ""category"": ""Belanja"", ""wallet"": ""GoPay"", ""note"": ""balanja"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003070,test,wallet_mention,medium,urang mayar lima puluh rebu keur karaoke tina shopeepay,urang mayar 50000 keur karaoke tina ShopeePay,50000,50000,True,expense,expense,True,Hiburan,Hiburan,True,ShopeePay,ShopeePay,True,karaoke,karaoke,True,IDR,IDR,True,True,"{""amount"": 50000, ""type"": ""expense"", ""category"": ""Hiburan"", ""wallet"": ""ShopeePay"", ""note"": ""karaoke"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003080,test,wallet_mention,medium,minggu ieu aya duit asup hiji juta tina proyék freelance ka bca,minggu ieu aya duit asup 1000000 tina proyék freelance ka BCA,1000000,1000000,True,income,income,True,Freelance,Freelance,True,BCA,BCA,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 1000000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""BCA"", ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003090,test,wallet_mention,medium,kamari asup 500000 tina duit bulanan ka cash,kamari asup 500000 tina duit bulanan ka Cash,500000,500000,True,income,income,True,Gaji,Gaji,True,Cash,Cash,True,duit bulanan,duit bulanan,True,IDR,IDR,True,True,"{""amount"": 500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""Cash"", ""note"": ""duit bulanan"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003100,test,wallet_mention,medium,mésér roti sakitar 15000 tina cash,mésér roti sakitar 15000 tina Cash,15000,15000,True,expense,expense,True,Makan & Minum,Makan & Minum,True,Cash,Cash,True,roti,roti,True,IDR,IDR,True,True,"{""amount"": 15000, ""type"": ""expense"", ""category"": ""Makan & Minum"", ""wallet"": ""Cash"", ""note"": ""roti"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003110,test,wallet_mention,medium,minggu ieu aya duit asup 300rb tina desain logo ka bri,minggu ieu aya duit asup 300000 tina desain logo ka BRI,300000,300000,True,income,income,True,Freelance,Freelance,True,BRI,BRI,True,desain logo,desain,True,IDR,IDR,True,True,"{""amount"": 300000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""BRI"", ""note"": ""desain"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003120,test,wallet_mention,medium,nampi bayaran 200000 tina ngalereskeun bug aplikasi ka shopeepay,nampi bayaran 200000 tina ngalereskeun bug aplikasi ka ShopeePay,200000,200000,True,income,income,True,Freelance,Freelance,True,ShopeePay,ShopeePay,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 200000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""ShopeePay"", ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003130,test,wallet_mention,medium,peuting tadi asup 3500rb tina gajih ka mandiri,peuting tadi asup 3500000 tina gajih ka Mandiri,3500000,3500000,True,income,income,True,Gaji,Gaji,True,Mandiri,Mandiri,True,gajih,gajih,True,IDR,IDR,True,True,"{""amount"": 3500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""Mandiri"", ""note"": ""gajih"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003140,test,wallet_mention,medium,isuk tadi mésér 30000 keur vitamin tina cash,isuk tadi mésér 30000 keur vitamin tina Cash,30000,30000,True,expense,expense,True,Kesehatan,Kesehatan,True,Cash,Cash,True,vitamin,vitamin,True,IDR,IDR,True,True,"{""amount"": 30000, ""type"": ""expense"", ""category"": ""Kesehatan"", ""wallet"": ""Cash"", ""note"": ""vitamin"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003150,test,wallet_mention,medium,kamari aya duit asup 250000 tina bonus damel ka cash,kamari aya duit asup 250000 tina bonus damel ka Cash,250000,250000,True,income,income,True,Gaji,Gaji,True,Cash,Cash,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 250000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""Cash"", ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003160,test,wallet_mention,medium,abdi dibayar proyék freelance Rp1.000.000 ka shopeepay,abdi dibayar proyék freelance 1000000 ka ShopeePay,1000000,1000000,True,income,income,True,Freelance,Freelance,True,ShopeePay,ShopeePay,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 1000000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""ShopeePay"", ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003170,test,wallet_mention,medium,poé ieu aya duit asup 1500rb tina proyék freelance ka bca,poé ieu aya duit asup 1500000 tina proyék freelance ka BCA,1500000,1500000,True,income,income,True,Freelance,Freelance,True,BCA,BCA,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 1500000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""BCA"", ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003180,test,wallet_mention,medium,poé ieu mayar balanja bulanan sakitar tilu ratus rébu tina cash,poé ieu mayar balanja bulanan sakitar 300000 tina Cash,300000,300000,True,expense,expense,True,Belanja,Belanja,True,Cash,Cash,True,balanja bulanan,balanja,True,IDR,IDR,True,True,"{""amount"": 300000, ""type"": ""expense"", ""category"": ""Belanja"", ""wallet"": ""Cash"", ""note"": ""balanja"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003190,test,wallet_mention,medium,isuk tadi aya duit asup 200rb tina ngalereskeun bug aplikasi ka gopay,isuk tadi aya duit asup 200000 tina ngalereskeun bug aplikasi ka GoPay,200000,200000,True,income,income,True,Freelance,Freelance,True,GoPay,GoPay,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 200000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""GoPay"", ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003200,test,wallet_mention,medium,abdi mayar tol sakitar dua puluh rebu tina mandiri,abdi mayar tol sakitar 20000 tina Mandiri,20000,20000,True,expense,expense,True,Transportasi,Transportasi,True,Mandiri,Mandiri,True,tol,tol,True,IDR,IDR,True,True,"{""amount"": 20000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": ""Mandiri"", ""note"": ""tol"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003210,test,wallet_mention,medium,tadi bonus damel asup tujuh ratus lima puluh rebu ka bca,tadi bonus damel asup 750000 ka BCA,750000,750000,True,income,income,True,Gaji,Gaji,True,BCA,BCA,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""BCA"", ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003220,test,wallet_mention,medium,kuring meunang Rp1.000.000 tina duit bulanan ka ovo,kuring meunang 1000000 tina duit bulanan ka OVO,1000000,1000000,True,income,income,True,Gaji,Gaji,True,OVO,OVO,True,duit bulanan,duit bulanan,True,IDR,IDR,True,True,"{""amount"": 1000000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""OVO"", ""note"": ""duit bulanan"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003230,test,wallet_mention,medium,kuring desain logo asup Rp300.000 ka dana,kuring desain logo asup 300000 ka Dana,300000,300000,True,income,income,True,Freelance,Freelance,True,Dana,Dana,True,desain logo,desain,True,IDR,IDR,True,True,"{""amount"": 300000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""Dana"", ""note"": ""desain"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003240,test,wallet_mention,medium,kamari bonus damel asup 1000rb ka mandiri,kamari bonus damel asup 1000000 ka Mandiri,1000000,1000000,True,income,income,True,Gaji,Gaji,True,Mandiri,Mandiri,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 1000000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": ""Mandiri"", ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-003250,test,wallet_mention,medium,ngalereskeun bug aplikasi asup dua ratus rébu ka shopeepay,ngalereskeun bug aplikasi asup 200000 ka ShopeePay,200000,200000,True,income,income,True,Freelance,Freelance,True,ShopeePay,ShopeePay,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 200000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": ""ShopeePay"", ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
